Policy No;campaign_Period;campaign_type;product
000079574123;May-Jun24;2;LGM
000079637449;May-Jun24;2;LGM
000079660430;May-Jun24;2;LGM
000079663658;May-Jun24;2;LGM
000079561872;May-Jun24;2;LGM
000079520548;May-Jun24;2;LGM
000079314292;May-Jun24;2;LGM
000079575670;May-Jun24;2;LGM
000079651684;May-Jun24;2;LGM
000079677735;May-Jun24;2;LGM
000079522539;May-Jun24;2;LGM
000079522620;May-Jun24;2;LGM
000079673154;May-Jun24;2;LGM
000079669365;May-Jun24;2;LGM
000079664640;May-Jun24;2;LGM
000079679831;May-Jun24;2;LGM
000079679699;May-Jun24;2;LGM
000079679772;May-Jun24;2;LGM
000079709755;May-Jun24;2;LGM
000079339982;May-Jun24;2;LGM
000079532042;May-Jun24;2;LGM
000079683971;May-Jun24;2;LGM
000079698785;May-Jun24;2;LGM
000079521918;May-Jun24;2;LGM
000079683925;May-Jun24;2;LGM
000079573990;May-Jun24;2;LGM
000079551381;May-Jun24;2;LGM
000079685181;May-Jun24;2;LGM
000079619239;May-Jun24;2;LGM
000079701237;May-Jun24;2;LGM
000079689689;May-Jun24;2;LGM
000079709723;May-Jun24;2;LGM
000079706681;May-Jun24;2;LGM
000079689920;May-Jun24;2;LGM
000079490057;May-Jun24;2;LGM
000079692150;May-Jun24;2;LGM
000079717383;May-Jun24;2;LGM
000079688763;May-Jun24;2;LGM
000079728078;May-Jun24;2;LGM
000079614759;May-Jun24;2;LGM
000079717116;May-Jun24;2;LGM
000079732031;May-Jun24;2;LGM
000079738240;May-Jun24;2;LGM
000079717968;May-Jun24;2;LGM
000079732311;May-Jun24;2;LGM
000079737135;May-Jun24;2;LGM
000079586389;May-Jun24;2;LGM
000079742775;May-Jun24;2;LGM
000079728964;May-Jun24;2;LGM
000079733615;May-Jun24;2;LGM
000079745870;May-Jun24;2;LGM
000079546397;May-Jun24;2;LGM
000079731410;May-Jun24;2;LGM
000079756481;May-Jun24;2;LGM
000079747938;May-Jun24;2;LGM
000079737020;May-Jun24;2;LGM
000079654198;May-Jun24;2;LGM
000079729448;May-Jun24;2;LGM
000079681472;May-Jun24;2;LGM
000079763116;May-Jun24;2;LGM
000079765713;May-Jun24;2;LGM
000079760288;May-Jun24;2;LGM
000079764115;May-Jun24;2;LGM
000079764031;May-Jun24;2;LGM
000079683424;May-Jun24;2;LGM
000079764382;May-Jun24;2;LGM
000079766418;May-Jun24;2;LGM
000079692520;May-Jun24;2;LGM
000079647050;May-Jun24;2;LGM
000079770670;May-Jun24;2;LGM
000079775931;May-Jun24;2;LGM
000079770597;May-Jun24;2;LGM
000079764596;May-Jun24;2;LGM
000079543213;May-Jun24;2;LGM
000079761567;May-Jun24;2;LGM
000079779412;May-Jun24;2;LGM
000079778789;May-Jun24;2;LGM
000079788344;May-Jun24;2;LGM
000079779027;May-Jun24;2;LGM
000079794377;May-Jun24;2;LGM
000079792550;May-Jun24;2;LGM
000079787944;May-Jun24;2;LGM
000079780211;May-Jun24;2;LGM
000079780587;May-Jun24;2;LGM
000079708879;May-Jun24;2;LGM
000079796245;May-Jun24;2;LGM
000079798366;May-Jun24;2;LGM
000079800061;May-Jun24;2;LGM
000079812445;May-Jun24;2;LGM
000079807762;May-Jun24;2;LGM
000079781880;May-Jun24;2;LGM
000079731194;May-Jun24;2;LGM
000079800587;May-Jun24;2;LGM
000079539424;May-Jun24;2;LGM
000079784824;May-Jun24;2;LGM
000079789820;May-Jun24;2;LGM
000079789876;May-Jun24;2;LGM
000079797745;May-Jun24;2;LGM
000079816343;May-Jun24;2;LGM
000079777520;May-Jun24;2;LGM
000079713870;May-Jun24;2;LGM
000079544153;May-Jun24;2;LGM
000079792386;May-Jun24;2;LGM
000079767547;May-Jun24;2;LGM
000079787080;May-Jun24;2;LGM
000079662028;May-Jun24;2;LGM
000079778231;May-Jun24;2;LGM
000079708906;May-Jun24;2;LGM
000079868029;May-Jun24;2;LGM
000079833802;May-Jun24;2;LGM
000079868362;May-Jun24;2;LGM
000079830238;May-Jun24;2;LGM
000079876308;May-Jun24;2;LGM
000079827553;May-Jun24;2;LGM
000079799397;May-Jun24;2;LGM
000079809883;May-Jun24;2;LGM
000079796304;May-Jun24;2;LGM
000079779528;May-Jun24;2;LGM
000079880175;May-Jun24;2;LGM
000079741530;May-Jun24;2;LGM
000079842948;May-Jun24;2;LGM
000079781470;May-Jun24;2;LGM
000079853286;May-Jun24;2;LGM
000079867766;May-Jun24;2;LGM
000079833859;May-Jun24;2;LGM
000079835324;May-Jun24;2;LGM
000079788597;May-Jun24;2;LGM
000079835226;May-Jun24;2;LGM
000079839878;May-Jun24;2;LGM
000079835800;May-Jun24;2;LGM
000079820535;May-Jun24;2;LGM
000079821689;May-Jun24;2;LGM
000079861239;May-Jun24;2;LGM
000079845581;May-Jun24;2;LGM
000079838385;May-Jun24;2;LGM
000079793270;May-Jun24;2;LGM
000079842135;May-Jun24;2;LGM
000079843004;May-Jun24;2;LGM
000079798678;May-Jun24;2;LGM
000079516479;May-Jun24;2;LGM
000079814026;May-Jun24;2;LGM
000079871191;May-Jun24;2;LGM
000079791986;May-Jun24;2;LGM
000079858092;May-Jun24;2;LGM
000079870998;May-Jun24;2;LGM
000079871015;May-Jun24;2;LGM
000079731403;May-Jun24;2;LGM
000079846320;May-Jun24;2;LGM
000079849185;May-Jun24;2;LGM
000079835280;May-Jun24;2;LGM
000079860937;May-Jun24;2;LGM
000079852392;May-Jun24;2;LGM
000079844543;May-Jun24;2;LGM
000079760263;May-Jun24;2;LGM
000079889152;May-Jun24;2;LGM
000079818594;May-Jun24;2;LGM
000079863269;May-Jun24;2;LGM
000079847246;May-Jun24;2;LGM
000079870882;May-Jun24;2;LGM
000079804895;May-Jun24;2;LGM
000079872620;May-Jun24;2;LGM
000079857145;May-Jun24;2;LGM
000079869907;May-Jun24;2;LGM
000079841455;May-Jun24;2;LGM
000079837101;May-Jun24;2;LGM
000079826898;May-Jun24;2;LGM
000079773204;May-Jun24;2;LGM
000079852420;May-Jun24;2;LGM
000079792133;May-Jun24;2;LGM
000079787878;May-Jun24;2;LGM
000079872319;May-Jun24;2;LGM
000079849139;May-Jun24;2;LGM
000079838262;May-Jun24;2;LGM
000079863335;May-Jun24;2;LGM
000079777330;May-Jun24;2;LGM
000079779073;May-Jun24;2;LGM
000079779125;May-Jun24;2;LGM
000079581501;May-Jun24;2;LGM
000079879558;May-Jun24;2;LGM
000079713127;May-Jun24;2;LGM
000079843387;May-Jun24;2;LGM
000079661961;May-Jun24;2;LGM
000079858014;May-Jun24;2;LGM
000079887564;May-Jun24;2;LGM
000079794001;May-Jun24;2;LGM
000079798587;May-Jun24;2;LGM
000079822064;May-Jun24;2;LGM
000079821969;May-Jun24;2;LGM
000079828020;May-Jun24;2;LGM
000079880038;May-Jun24;2;LGM
000079530103;May-Jun24;2;LGM
000079870480;May-Jun24;2;LGM
000079863153;May-Jun24;2;LGM
000079859259;May-Jun24;2;LGM
000079859371;May-Jun24;2;LGM
000079892124;May-Jun24;2;LGM
000079892450;May-Jun24;2;LGM
000079853468;May-Jun24;2;LGM
000079896803;May-Jun24;2;LGM
000079876939;May-Jun24;2;LGM
000079890862;May-Jun24;2;LGM
000079551401;May-Jun24;2;LGM
000079883809;May-Jun24;2;LGM
000079885814;May-Jun24;2;LGM
000079902583;May-Jun24;2;LGM
000079896086;May-Jun24;2;LGM
000079898175;May-Jun24;2;LGM
000079802620;May-Jun24;2;LGM
000079921024;May-Jun24;2;LGM
000079912352;May-Jun24;2;LGM
000079912293;May-Jun24;2;LGM
000079923275;May-Jun24;2;LGM
000079872554;May-Jun24;2;LGM
000079909079;May-Jun24;2;LGM
000079924228;May-Jun24;2;LGM
000079916373;May-Jun24;2;LGM
000079891157;May-Jun24;2;LGM
000079853839;May-Jun24;2;LGM
000079796589;May-Jun24;2;LGM
000079759720;May-Jun24;2;LGM
000079945064;May-Jun24;2;LGM
000079900227;May-Jun24;2;LGM
000079870693;May-Jun24;2;LGM
000079583094;May-Jun24;2;LGM
000079964298;May-Jun24;2;LGM
000079964175;May-Jun24;2;LGM
000079964013;May-Jun24;2;LGM
000079963918;May-Jun24;2;LGM
000079963652;May-Jun24;2;LGM
000079968451;May-Jun24;2;LGM
000079968098;May-Jun24;2;LGM
000079966414;May-Jun24;2;LGM
000079966421;May-Jun24;2;LGM
000079967953;May-Jun24;2;LGM
000079968209;May-Jun24;2;LGM
000079971742;May-Jun24;2;LGM
000079886148;May-Jun24;2;LGM
000079975977;May-Jun24;2;LGM
000079971683;May-Jun24;2;LGM
000079931660;May-Jun24;2;LGM
000079971676;May-Jun24;2;LGM
000079975581;May-Jun24;2;LGM
000079873273;May-Jun24;2;LGM
000079802241;May-Jun24;2;LGM
000079992805;May-Jun24;2;LGM
000079997349;May-Jun24;2;LGM
000079978434;May-Jun24;2;LGM
000079834690;May-Jun24;2;LGM
000079453192;May-Jun24;2;LGM
000079632360;May-Jun24;2;LGM
000079967992;May-Jun24;2;LGM
000079770968;May-Jun24;2;LGM
000079971620;May-Jun24;2;LGM
000079901994;May-Jun24;2;LGM
000079966362;May-Jun24;2;LGM
000079989521;May-Jun24;2;LGM
000080014709;May-Jun24;2;LGM
000080001046;May-Jun24;2;LGM
000080003356;May-Jun24;2;LGM
000080008820;May-Jun24;2;LGM
000080011642;May-Jun24;2;LGM
000079928740;May-Jun24;2;LGM
000080008540;May-Jun24;2;LGM
000080008260;May-Jun24;2;LGM
000080005582;May-Jun24;2;LGM
000080032614;May-Jun24;2;LGM
000079976709;May-Jun24;2;LGM
000080012308;May-Jun24;2;LGM
000079844511;May-Jun24;2;LGM
000079968027;May-Jun24;2;LGM
000080032398;May-Jun24;2;LGM
000080013080;May-Jun24;2;LGM
000080015260;May-Jun24;2;LGM
000080028493;May-Jun24;2;LGM
000080004271;May-Jun24;2;LGM
000080005529;May-Jun24;2;LGM
000080033274;May-Jun24;2;LGM
000079921837;May-Jun24;2;LGM
000079851101;May-Jun24;2;LGM
000079966439;May-Jun24;2;LGM
000079938747;May-Jun24;2;LGM
000079984221;May-Jun24;2;LGM
000079887746;May-Jun24;2;LGM
000080000359;May-Jun24;2;LGM
000080018373;May-Jun24;2;LGM
000080045420;May-Jun24;2;LGM
000080033424;May-Jun24;2;LGM
000080033593;May-Jun24;2;LGM
000079972682;May-Jun24;2;LGM
000079885807;May-Jun24;2;LGM
000080052027;May-Jun24;2;LGM
000079889621;May-Jun24;2;LGM
000079937716;May-Jun24;2;LGM
000080024497;May-Jun24;2;LGM
000079787846;May-Jun24;2;LGM
000080035800;May-Jun24;2;LGM
000079629366;May-Jun24;2;LGM
000080044680;May-Jun24;2;LGM
000080034430;May-Jun24;2;LGM
000080034494;May-Jun24;2;LGM
000080052125;May-Jun24;2;LGM
000080040105;May-Jun24;2;LGM
000080024836;May-Jun24;2;LGM
000080000850;May-Jun24;2;LGM
000079854845;May-Jun24;2;LGM
000080018867;May-Jun24;2;LGM
000079843915;May-Jun24;2;LGM
000080045680;May-Jun24;2;LGM
000079967420;May-Jun24;2;LGM
000080039541;May-Jun24;2;LGM
000080039527;May-Jun24;2;LGM
000080054649;May-Jun24;2;LGM
000079648081;May-Jun24;2;LGM
000080070875;May-Jun24;2;LGM
000080071152;May-Jun24;2;LGM
000080072431;May-Jun24;2;LGM
000080074272;May-Jun24;2;LGM
000080038164;May-Jun24;2;LGM
000080090074;May-Jun24;2;LGM
000080092541;May-Jun24;2;LGM
000079967003;May-Jun24;2;LGM
000080001078;May-Jun24;2;LGM
000080110119;May-Jun24;2;LGM
000080109958;May-Jun24;2;LGM
000080072841;May-Jun24;2;LGM
000080040488;May-Jun24;2;LGM
000080111287;May-Jun24;2;LGM
000080121707;May-Jun24;2;LGM
000080065210;May-Jun24;2;LGM
000080129619;May-Jun24;2;LGM
000080129339;May-Jun24;2;LGM
000080157880;May-Jun24;2;LGM
000080146792;May-Jun24;2;LGM
000080160792;May-Jun24;2;LGM
000080162776;May-Jun24;2;LGM
000079839990;May-Jun24;2;LGM
000080143002;May-Jun24;2;LGM
000080184793;May-Jun24;2;LGM
000080187810;May-Jun24;2;LGM
000079873690;May-Jun24;2;LGM
000079528813;May-Jun24;2;LGM
000080090158;May-Jun24;2;LGM
000080206902;May-Jun24;2;LGM
000080196182;May-Jun24;2;LGM
000080211838;May-Jun24;2;LGM
000079963120;May-Jun24;2;LGM
000080236369;May-Jun24;2;LGM
000080093501;May-Jun24;2;LGM
000080219582;May-Jun24;2;LGM
000080209210;May-Jun24;2;LGM
000080197840;May-Jun24;2;LGM
000079544220;May-Jun24;2;LGM
000079871054;May-Jun24;2;LGM
000080222515;May-Jun24;2;LGM
000080222579;May-Jun24;2;LGM
000080240010;May-Jun24;2;LGM
000080243990;May-Jun24;2;LGM
000080064867;May-Jun24;2;LGM
000080253047;May-Jun24;2;LGM
000080303122;May-Jun24;2;LGM
000080309050;May-Jun24;2;LGM
000080297634;May-Jun24;2;LGM
000080316173;May-Jun24;2;LGM
000080301230;May-Jun24;2;LGM
000080238517;May-Jun24;2;LGM
000080311686;May-Jun24;2;LGM
000080241697;May-Jun24;2;LGM
000080267598;May-Jun24;2;LGM
000080313112;May-Jun24;2;LGM
000080284850;May-Jun24;2;LGM
000080270199;May-Jun24;2;LGM
000080317992;May-Jun24;2;LGM
000080317575;May-Jun24;2;LGM
000080295840;May-Jun24;2;LGM
000079544205;May-Jun24;2;LGM
000080309979;May-Jun24;2;LGM
000080311335;May-Jun24;2;LGM
000080293183;May-Jun24;2;LGM
000080296979;May-Jun24;2;LGM
000080286319;May-Jun24;2;LGM
000079861403;May-Jun24;2;LGM
000080014384;May-Jun24;2;LGM
000080135322;May-Jun24;2;LGM
000080281502;May-Jun24;2;LGM
000080315150;May-Jun24;2;LGM
000080205687;May-Jun24;2;LGM
000080290206;May-Jun24;2;LGM
000080215989;May-Jun24;2;LGM
000080017153;May-Jun24;2;LGM
000080174158;May-Jun24;2;LGM
000080276903;May-Jun24;2;LGM
000080276890;May-Jun24;2;LGM
000080255430;May-Jun24;2;LGM
000080290694;May-Jun24;2;LGM
000080263005;May-Jun24;2;LGM
000079964006;May-Jun24;2;LGM
000080301625;May-Jun24;2;LGM
000080239850;May-Jun24;2;LGM
000080287931;May-Jun24;2;LGM
000080215281;May-Jun24;2;LGM
000080282435;May-Jun24;2;LGM
000080426753;May-Jun24;2;LGM
000080300034;May-Jun24;2;LGM
000080314865;May-Jun24;2;LGM
000080776943;May-Jun24;2;LGM
000080818809;May-Jun24;2;LGM
000080826209;May-Jun24;2;LGM
000080950899;May-Jun24;2;LGM
000080964559;May-Jun24;2;LGM
000080964566;May-Jun24;2;LGM
000080976358;May-Jun24;2;LGM
000081085064;May-Jun24;2;LGM
000081092688;May-Jun24;2;LGM
000081143436;May-Jun24;2;LGM
000081204609;May-Jun24;2;LGM
000081240270;May-Jun24;2;LGM
000081361583;May-Jun24;2;LGM
000080755827;May-Jun24;2;LGM
000080885729;May-Jun24;2;LGM
000080885743;May-Jun24;2;LGM
000080909816;May-Jun24;2;LGM
000080913357;May-Jun24;2;LGM
000080968790;May-Jun24;2;LGM
000080968980;May-Jun24;2;LGM
000080969620;May-Jun24;2;LGM
000080971689;May-Jun24;2;LGM
000080993667;May-Jun24;2;LGM
000081033546;May-Jun24;2;LGM
000081062367;May-Jun24;2;LGM
000081109834;May-Jun24;2;LGM
000081126068;May-Jun24;2;LGM
000081134700;May-Jun24;2;LGM
000081154607;May-Jun24;2;LGM
000081156683;May-Jun24;2;LGM
000081226118;May-Jun24;2;LGM
000081255363;May-Jun24;2;LGM
000081258893;May-Jun24;2;LGM
000081278169;May-Jun24;2;LGM
000081298794;May-Jun24;2;LGM
000081302837;May-Jun24;2;LGM
000081305515;May-Jun24;2;LGM
000081376957;May-Jun24;2;LGM
000080964640;May-Jun24;2;LGC
000081648496;May-Jun24;2;LGC
000082720432;May-Jun24;2;LGC
000082720489;May-Jun24;2;LGC
000082760281;May-Jun24;2;LGC
000082771907;May-Jun24;2;LGC
000082843400;May-Jun24;2;LGC
000082868712;May-Jun24;2;LGC
000082876424;May-Jun24;2;LGC
000082907939;May-Jun24;2;LGC
000082971876;May-Jun24;2;LGC
000082973867;May-Jun24;2;LGC
000082988467;May-Jun24;2;LGC
000082989662;May-Jun24;2;LGC
000083020220;May-Jun24;2;LGC
000083024560;May-Jun24;2;LGC
000083025083;May-Jun24;2;LGC
000083026289;May-Jun24;2;LGC
000083032584;May-Jun24;2;LGC
000083040232;May-Jun24;2;LGC
000083044929;May-Jun24;2;LGC
000083047803;May-Jun24;2;LGC
000083054464;May-Jun24;2;LGC
000083056880;May-Jun24;2;LGC
000083058947;May-Jun24;2;LGC
000083068080;May-Jun24;2;LGC
000083075885;May-Jun24;2;LGC
000083091540;May-Jun24;2;LGC
000083092107;May-Jun24;2;LGC
000083096233;May-Jun24;2;LGC
000081181788;May-Jun24;2;LGM
000082830256;May-Jun24;2;LGM
000083044376;May-Jun24;2;LGM
000083075195;May-Jun24;2;LGM
000083075853;May-Jun24;2;LGM
000081083601;May-Jun24;2;LGC
000082749740;May-Jun24;2;LGC
000082976611;May-Jun24;2;LGC
000082994306;May-Jun24;2;LGC
000083002960;May-Jun24;2;LGC
000083005109;May-Jun24;2;LGC
000083032506;May-Jun24;2;LGC
000083041830;May-Jun24;2;LGC
000083077498;May-Jun24;2;LGC
000083079958;May-Jun24;2;LGC
000083101066;May-Jun24;2;LGC
000083111088;May-Jun24;2;LGC
000083114078;May-Jun24;2;LGC
000083116800;May-Jun24;2;LGC
000083119550;May-Jun24;2;LGC
000083119770;May-Jun24;2;LGC
000083151661;May-Jun24;2;LGC
000083153488;May-Jun24;2;LGC
000083154006;May-Jun24;2;LGC
000083171740;May-Jun24;2;LGC
000083201320;May-Jun24;2;LGC
000083203686;May-Jun24;2;LGC
000083216992;May-Jun24;2;LGC
000083232058;May-Jun24;2;LGC
000081083451;May-Jun24;2;LGC
000081089021;May-Jun24;2;LGC
000081089046;May-Jun24;2;LGC
000081392800;May-Jun24;2;LGC
000082916566;May-Jun24;2;LGC
000083066894;May-Jun24;2;LGC
000083075313;May-Jun24;2;LGC
000083076116;May-Jun24;2;LGC
000083110904;May-Jun24;2;LGC
000083110943;May-Jun24;2;LGC
000083118050;May-Jun24;2;LGC
000083118582;May-Jun24;2;LGC
000083137713;May-Jun24;2;LGC
000083212802;May-Jun24;2;LGC
000083226130;May-Jun24;2;LGC
000083226148;May-Jun24;2;LGC
000083226155;May-Jun24;2;LGC
000083226162;May-Jun24;2;LGC
000083266056;May-Jun24;2;LGC
000083268418;May-Jun24;2;LGC
000083272214;May-Jun24;2;LGC
000083273883;May-Jun24;2;LGC
000083289990;May-Jun24;2;LGC
000083298161;May-Jun24;2;LGC
000083304423;May-Jun24;2;LGC
000083312825;May-Jun24;2;LGC
000083316040;May-Jun24;2;LGC
000083331600;May-Jun24;2;LGC
000083331813;May-Jun24;2;LGC
000083332382;May-Jun24;2;LGC
000083332746;May-Jun24;2;LGC
000083333016;May-Jun24;2;LGC
000083337896;May-Jun24;2;LGC
000083347360;May-Jun24;2;LGC
000083360732;May-Jun24;2;LGC
000083365440;May-Jun24;2;LGC
000083368300;May-Jun24;2;LGC
000083372055;May-Jun24;2;LGC
000083374579;May-Jun24;2;LGC
000083381060;May-Jun24;2;LGC
000083381137;May-Jun24;2;LGC
000083381144;May-Jun24;2;LGC
000083386412;May-Jun24;2;LGC
000083397902;May-Jun24;2;LGC
000083404075;May-Jun24;2;LGC
000083414482;May-Jun24;2;LGC
000083414490;May-Jun24;2;LGC
000083416525;May-Jun24;2;LGC
000083416869;May-Jun24;2;LGC
000083422148;May-Jun24;2;LGC
000083422695;May-Jun24;2;LGC
000083433684;May-Jun24;2;LGC
000083438255;May-Jun24;2;LGC
000083443110;May-Jun24;2;LGC
000083448329;May-Jun24;2;LGC
000083455390;May-Jun24;2;LGC
000083459949;May-Jun24;2;LGC
000083463055;May-Jun24;2;LGC
000083468407;May-Jun24;2;LGC
000083468446;May-Jun24;2;LGC
000083472046;May-Jun24;2;LGC
000083473280;May-Jun24;2;LGC
000083482520;May-Jun24;2;LGC
000083484626;May-Jun24;2;LGC
000083511893;May-Jun24;2;LGC
000083520715;May-Jun24;2;LGC
000083534050;May-Jun24;2;LGC
000083541635;May-Jun24;2;LGC
000083572174;May-Jun24;2;LGC
000083573296;May-Jun24;2;LGC
000077673755;2023;1;LGC
000077686917;2023;1;LGC
000077689939;2023;1;LGC
000077705358;2023;1;LGC
000077772754;2023;1;LGC
000077823846;2023;1;LGC
000077960632;2023;1;LGC
000077996705;2023;1;LGC
000078301554;2023;1;LGC
000078400357;2023;1;LGC
000083332466;May-Jun24;2;LGM
000083411667;May-Jun24;2;LGM
000083444718;May-Jun24;2;LGM
000083460632;May-Jun24;2;LGM
000083498325;May-Jun24;2;LGM
000083510263;May-Jun24;2;LGM
000083510627;May-Jun24;2;LGM
000083567590;May-Jun24;2;LGM
000083567960;May-Jun24;2;LGM
000083625050;2025;3;LGM
000083625240;2025;3;LGM
000083625772;2025;3;LGM
000083627157;2025;3;LGM
000083627171;2025;3;LGM
000083635247;2025;3;LGM
000083635490;2025;3;LGM
000083635541;2025;3;LGM
000083636474;2025;3;LGM
000083648644;2025;3;LGM
000083648767;2025;3;LGM
000083649020;2025;3;LGM
000083650109;2025;3;LGM
000083650292;2025;3;LGM
000083650708;2025;3;LGM
000083651778;2025;3;LGM
000083655995;2025;3;LGM
000083660737;2025;3;LGM
000083668278;2025;3;LGM
000083668761;2025;3;LGM
000083669609;2025;3;LGM
000083673002;2025;3;LGM
000083674411;2025;3;LGM
000083676063;2025;3;LGM
000083689512;2025;3;LGM
000083689583;2025;3;LGM
000083694182;2025;3;LGM
000083694210;2025;3;LGM
000083696036;2025;3;LGM
000083698314;2025;3;LGM
000083698321;2025;3;LGM
000083700749;2025;3;LGM
000083705398;2025;3;LGM
000083711114;2025;3;LGM
000083714637;2025;3;LGM
000083715800;2025;3;LGM
000083719230;2025;3;LGM
000083719360;2025;3;LGM
000083728410;2025;3;LGM
000083728805;2025;3;LGM
000083728950;2025;3;LGM
000083729549;2025;3;LGM
000083733377;2025;3;LGM
000083733671;2025;3;LGM
000083734376;2025;3;LGM
000083734600;2025;3;LGM
000083735017;2025;3;LGM
000083735260;2025;3;LGM
000083735291;2025;3;LGM
000083738333;2025;3;LGM
000083738711;2025;3;LGM
000083746084;2025;3;LGM
000083746470;2025;3;LGM
000083749308;2025;3;LGM
000083751548;2025;3;LGM
000083752176;2025;3;LGM
000083753917;2025;3;LGM
000083754773;2025;3;LGM
000083755110;2025;3;LGM
000083756907;2025;3;LGM
000083757437;2025;3;LGM
000083757476;2025;3;LGM
000083757542;2025;3;LGM
000083758345;2025;3;LGM
000083765618;2025;3;LGM
000083768419;2025;3;LGM
000083770575;2025;3;LGM
000083771770;2025;3;LGM
000083772097;2025;3;LGM
000083773467;2025;3;LGM
000083773730;2025;3;LGM
000083778931;2025;3;LGM
000083780187;2025;3;LGM
000083780656;2025;3;LGM
000083780722;2025;3;LGM
000083780754;2025;3;LGM
000083780761;2025;3;LGM
000083780779;2025;3;LGM
000083781382;2025;3;LGM
000083781410;2025;3;LGM
000083781466;2025;3;LGM
000083781760;2025;3;LGM
000083783160;2025;3;LGM
000083783236;2025;3;LGM
000083784014;2025;3;LGM
000083785605;2025;3;LGM
000083785612;2025;3;LGM
000083788634;2025;3;LGM
000083790243;2025;3;LGM
000083790373;2025;3;LGM
000083790425;2025;3;LGM
000083791092;2025;3;LGM
000083792470;2025;3;LGM
000083792494;2025;3;LGM
000083792644;2025;3;LGM
000083792703;2025;3;LGM
000083792742;2025;3;LGM
000083792819;2025;3;LGM
000083794719;2025;3;LGM
000083796171;2025;3;LGM
000083796314;2025;3;LGM
000083796581;2025;3;LGM
000083798320;2025;3;LGM
000083799070;2025;3;LGM
000083799095;2025;3;LGM
000083799805;2025;3;LGM
000083800239;2025;3;LGM
000083800278;2025;3;LGM
000083801851;2025;3;LGM
000083803980;2025;3;LGM
000083805917;2025;3;LGM
000083805995;2025;3;LGM
000083806636;2025;3;LGM
000083808862;2025;3;LGM
000083809420;2025;3;LGM
000083809815;2025;3;LGM
000083810919;2025;3;LGM
000083811078;2025;3;LGM
000083812735;2025;3;LGM
000083814421;2025;3;LGM
000083815413;2025;3;LGM
000083816255;2025;3;LGM
000083817598;2025;3;LGM
000083817770;2025;3;LGM
000083819368;2025;3;LGM
000083624766;2025;3;LGC
000083624864;2025;3;LGC
000083625082;2025;3;LGC
000083625166;2025;3;LGC
000083625200;2025;3;LGC
000083625355;2025;3;LGC
000083636116;2025;3;LGC
000083637714;2025;3;LGC
000083639653;2025;3;LGC
000083640666;2025;3;LGC
000083643499;2025;3;LGC
000083643600;2025;3;LGC
000083643708;2025;3;LGC
000083645433;2025;3;LGC
000083645959;2025;3;LGC
000083646093;2025;3;LGC
000083646310;2025;3;LGC
000083648389;2025;3;LGC
000083648396;2025;3;LGC
000083649447;2025;3;LGC
000083649479;2025;3;LGC
000083649486;2025;3;LGC
000083649710;2025;3;LGC
000083650064;2025;3;LGC
000083650130;2025;3;LGC
000083650170;2025;3;LGC
000083650793;2025;3;LGC
000083651890;2025;3;LGC
000083654530;2025;3;LGC
000083655241;2025;3;LGC
000083655298;2025;3;LGC
000083655332;2025;3;LGC
000083655539;2025;3;LGC
000083655676;2025;3;LGC
000083656076;2025;3;LGC
000083656479;2025;3;LGC
000083659451;2025;3;LGC
000083659528;2025;3;LGC
000083659731;2025;3;LGC
000083659861;2025;3;LGC
000083662332;2025;3;LGC
000083663051;2025;3;LGC
000083663370;2025;3;LGC
000083663889;2025;3;LGC
000083665263;2025;3;LGC
000083665361;2025;3;LGC
000083666314;2025;3;LGC
000083666451;2025;3;LGC
000083667247;2025;3;LGC
000083667345;2025;3;LGC
000083667502;2025;3;LGC
000083667618;2025;3;LGC
000083667794;2025;3;LGC
000083667969;2025;3;LGC
000083668116;2025;3;LGC
000083668499;2025;3;LGC
000083668688;2025;3;LGC
000083669000;2025;3;LGC
000083669049;2025;3;LGC
000083669252;2025;3;LGC
000083669707;2025;3;LGC
000083669876;2025;3;LGC
000083669928;2025;3;LGC
000083670051;2025;3;LGC
000083670408;2025;3;LGC
000083670538;2025;3;LGC
000083670611;2025;3;LGC
000083670727;2025;3;LGC
000083670889;2025;3;LGC
000083673542;2025;3;LGC
000083674990;2025;3;LGC
000083675450;2025;3;LGC
000083675695;2025;3;LGC
000083676999;2025;3;LGC
000083677107;2025;3;LGC
000083677269;2025;3;LGC
000083677570;2025;3;LGC
000083680444;2025;3;LGC
000083681230;2025;3;LGC
000083681598;2025;3;LGC
000083681969;2025;3;LGC
000083681983;2025;3;LGC
000083682260;2025;3;LGC
000083682474;2025;3;LGC
000083683753;2025;3;LGC
000083684811;2025;3;LGC
000083685211;2025;3;LGC
000083685548;2025;3;LGC
000083685646;2025;3;LGC
000083685803;2025;3;LGC
000083686547;2025;3;LGC
000083686677;2025;3;LGC
000083687735;2025;3;LGC
000083688324;2025;3;LGC
000083688577;2025;3;LGC
000083689050;2025;3;LGC
000083689200;2025;3;LGC
000083689797;2025;3;LGC
000083691139;2025;3;LGC
000083691910;2025;3;LGC
000083692152;2025;3;LGC
000083692191;2025;3;LGC
000083693281;2025;3;LGC
000083693940;2025;3;LGC
000083694150;2025;3;LGC
000083694620;2025;3;LGC
000083694900;2025;3;LGC
000083695090;2025;3;LGC
000083695272;2025;3;LGC
000083695479;2025;3;LGC
000083695668;2025;3;LGC
000083695798;2025;3;LGC
000083695832;2025;3;LGC
000083695948;2025;3;LGC
000083697484;2025;3;LGC
000083697789;2025;3;LGC
000083697907;2025;3;LGC
